gene	mid	chrom	start	end
DEFB1	1399527510.5	8	6728097	6735544
DEFA6	1399578596.5	8	6782215	6783598
DEFA4	1399590292	8	6793344	6795860
DEFA1	1399632076.5	8	6835171	6837602
DEFA1B	1399651192.5	8	6854288	6856717
DEFA3	1399670297	8	6873391	6875823
DEFA5	1399709231	8	6912826	6914256
FAM66B	1399990151.5	8	7176060	7212863
USP17L1	1399986395	8	7189909	7191501
USP17L4	1399991123	8	7194637	7196229
ZNF705G	1400023749.5	8	7213039	7243080
DEFB4B	1400069073.5	8	7272382	7274385
DEFB103B	1400082830	8	7286410	7287870
SPAG11B	1400106391	8	7300206	7321196
DEFB104B	1400125907	8	7327830	7332604
DEFB106B	1400137664	8	7340026	7343922
DEFB105B	1400141843	8	7345191	7347115
DEFB107B	1400155790.5	8	7353368	7366833
PRR23D1	1400194251	8	7397150	7399972
AC134684.11	1400211418	8	7414222	7417234
AC134684.8	1400226712.5	8	7429517	7432528
AC134684.9	1400234360.5	8	7437166	7440175
AC084121.9	1400370160	8	7572965	7575975
AC084121.11	1400377808	8	7580613	7583623
AC084121.6	1400385456	8	7588261	7591271
AC084121.12	1400393103.5	8	7595909	7598918
AC084121.8	1400400751	8	7603556	7606566
AC084121.7	1400408399	8	7611204	7614214
AC084121.5	1400416047	8	7618852	7621862
PRR23D2	1400433214	8	7636113	7638935
DEFB107A	1400466930	8	7669242	7673238
DEFB105A	1400476139.5	8	7679488	7681411
DEFB106A	1400480324.5	8	7682694	7686575
DEFB104A	1400492068.5	8	7693993	7698764
SPAG11A	1400511583.5	8	7705398	7726389
DEFB103A	1400535146	8	7738726	7740186
DEFB4A	1400548882	8	7752151	7754233
ZNF705B	1400592587	8	7783859	7809935
USP17L8	1400625669	8	7829183	7830775
USP17L3	1400630401	8	7833915	7835507
FAM85B	1400850428.5	8	8025339	8084138
ALG1L13P	1400894382.5	8	8095194	8102191
FAM86B3P	1400895828	8	8097889	8102387
SGK223	1401005323.5	8	8175257	8244010
PRAG1	1401005323	8	8175258	8244008
CLDN23	1401356222	8	8559448	8561616
MFHAS1	1401491699.5	8	8640864	8751155
ERI1	1401712646.5	8	8859657	8974256
PPP1R3B	1401797114.5	8	8993765	9009084
RP11-115J16.1	1401983265.5	8	9182559	9192592
RP11-115J16.2	1402051160	8	9237488	9273452
TNKS	1402322330	8	9413424	9639856
LINC00599	1402556630	8	9760896	9760984
MSRA	1402894779.5	8	9911778	10286401
RP11-981G7.2	1403132532.5	8	10334707	10338978
PRSS51	1403168431.5	8	10340388	10405095
PRSS55	1403193056	8	10383056	10411676
RP1L1	1403312468	8	10463859	10569697
C8orf74	1403339815	8	10530147	10558103
SOX7	1403380340	8	10581278	10588022
PINX1	1403435841.5	8	10582909	10697394
XKR6	1403701905	8	10753555	11058875
AF131215.5	1403781552.5	8	10983980	10987745
MTMR9	1403959480	8	11141925	11185655
SLC35G5	1403984747	8	11188397	11189717
TDH	1404010065.5	8	11205152	11223599
C8orf12	1404056728.5	8	11225909	11296168
FAM167A	1404101884.5	8	11278972	11333417
BLK	1404178948	8	11344403	11422113
LINC00208	1404232026.5	8	11433820	11438853
GATA4	1404371679.5	8	11534468	11617511
NEIL2	1404431691.5	8	11627148	11644855
FDFT1	1404470640	8	11653082	11696818
CTSB	1404509185	8	11700033	11726957
DEFB136	1404627467	8	11831446	11832108
DEFB135	1404636654.5	8	11839830	11842099
DEFB134	1404647942	8	11850683	11853821
DEFB130B	1404721267	8	11921898	11929256
ZNF705D	1404763151.5	8	11961898	11973025
FAM66D	1404786684.5	8	11973289	12008700
USP17L7	1404786626.5	8	11989926	11991947
USP17L2	1404791321.5	8	11994677	11996586
FAM86B1	1404841313.5	8	12039605	12051642
DEFB130A	1404967838	8	12168471	12175825
FAM66A	1405018516	8	12219526	12226126
FAM86B2	1405084177.5	8	12283123	12293852
LONRF1	1405392182.5	8	12579403	12613582
TRMT9B	1405641771.5	8	12803151	12889012
KIAA1456	1405640926	8	12803184	12887288
DLC1	1405997184.5	8	12940870	13462119
RP11-145O15.3	1406234332.5	8	13415164	13462121
C8orf48	1406220764	8	13424352	13425796
SGCZ	1407317300.5	8	13947373	15095848
TUSC3	1408245131	8	15274724	15624158
MSR1	1408990883	8	15965387	16424999
RP11-13N12.2	1409287766	8	16461762	16522390
RP11-13N12.1	1409449173.5	8	16534412	16772555
FGF20	1409650374	8	16849678	16859690
MICU3	1409728140	8	16884747	16980153
RP11-468H14.2	1409793684	8	16988688	17007300
ZDHHC2	1409843613	8	17013538	17082308
CNOT7	1409889120	8	17082473	17104387
VPS37A	1409927698	8	17104080	17159936
MTMR7	1410008978	8	17155539	17271037
SLC7A2	1410187029.5	8	17354597	17428082
PDGFRL	1410263451	8	17433942	17501580
MTUS1	1410375555	8	17501304	17658426
RP11-156K13.1	1410484406	8	17658852	17718580
FGL1	1410540571.5	8	17721889	17767874
PCM1	1410629591	8	17780349	17887453
ASAH1	1410723694	8	17913501	17942507
NAT1	1410850282	8	18027986	18081198
NAT2	1411049431.5	8	18248755	18258728
PSD3	1411459215.5	8	18384811	18942240
RP11-1080G15.1	1411862875.5	8	19041182	19093189
SH2D4A	1412008118.5	8	19171128	19253729
CSGALNACT1	1412234296	8	19261672	19615540
INTS10	1412487812.5	8	19674651	19709594
LPL	1412587689	8	19759228	19824770
SLC18A1	1412817231.5	8	20002366	20040717
ATP6V1B2	1412865294	8	20054878	20084330
LZTS1	1412928265	8	20103676	20161474
RP11-563N12.2	1413014713.5	8	20207765	20230282
RP11-369E15.3	1413616462	8	20810154	20831390
RP11-369E15.4	1413611212	8	20810636	20820408
AC021613.1	1413809383	8	21013640	21013746
GFRA2	1414404582	8	21547915	21669869
DOK2	1414564567.5	8	21766384	21771371
XPO7	1414616329	8	21777182	21864096
NPM2	1414683712	8	21881636	21894408
FGF17	1414698804.5	8	21899909	21906320
DMTN	1414718962	8	21906506	21940038
FAM160B2	1414750229.5	8	21946670	21962409
NUDT18	1414761347.5	8	21964383	21966932
HR	1414777102.5	8	21971928	21990897
REEP4	1414793188.5	8	21995533	21999464
LGI3	1414805157.5	8	22004338	22014597
SFTPC	1414813899	8	22014426	22021992
BMP1	1414841734	8	22022249	22069839
PHYHIP	1414879225.5	8	22077217	22089854
POLR3D	1414903055	8	22102617	22112113
PIWIL2	1414969633	8	22132810	22215076
SLC39A14	1415053892	8	22224762	22291642
PPP3CC	1415144183.5	8	22298332	22398655
SORBS3	1415213590	8	22402499	22433301
PDLIM2	1415241355	8	22435792	22455538
AC037459.1	1415248882	8	22446787	22459597
C8orf58	1415255078.5	8	22457114	22461663
CCAR2	1415266276	8	22462145	22479027
BIN3	1415297986	8	22477931	22526661
EGR3	1415343683.5	8	22545172	22550815
RP11-459E5.1	1415397586	8	22547661	22656131
PEBP4	1415509828.5	8	22570764	22857513
RHOBTB2	1415657011	8	22844930	22877712
TNFRSF10B	1415697859	8	22877646	22926692
RP11-875O11.2	1415729127	8	22925740	22941134
AC107959.5	1415753172.5	8	22941916	22973049
TNFRSF10C	1415763216.5	8	22960103	22974950
TNFRSF10D	1415803012	8	22993101	23021543
TNFRSF10A	1415860992	8	23047965	23082639
CHMP7	1415906021.5	8	23101150	23119513
R3HCC1	1415936402.5	8	23127633	23153792
LOXL2	1416014461.5	8	23154702	23282841
ENTPD4	1416074942	8	23243296	23315208
CTC-756D1.2	1416124989	8	23316112	23342486
SLC25A37	1416205337	8	23386318	23432976
AC051642.1	1416212159	8	23412287	23420651
FP15737	1416227255.5	8	23430157	23432974
NKX3-1	1416334013	8	23536206	23540440
NKX2-6	1416357727.5	8	23559964	23564111
RP11-175E9.1	1416401517	8	23564652	23647002
RP11-213G6.2	1416387889.5	8	23583842	23600557
STC1	1416501564	8	23699428	23712320
ADAM28	1416979732	8	24151553	24216531
RP11-624C23.1	1417259682	8	24158396	24769588
ADAMDEC1	1417048352	8	24241798	24263526
ADAM7	1417137153	8	24298443	24384483
NEFM	1417569258	8	24770525	24776611
NEFL	1417607236	8	24808468	24814624
CTD-2168K21.2	1417610069.5	8	24814133	24814626
DOCK5	1417954608	8	25042238	25275598
GNRH1	1418075163	8	25276776	25282170
KCTD9	1418096367.5	8	25285363	25315992
CDCA2	1418136664.5	8	25316513	25365436
EBF2	1418596769.5	8	25699246	25902913
PPP2R2A	1418985291.5	8	26149007	26230196
BNIP3L	1419097473	8	26240414	26363152
PNMA2	1419162595	8	26362202	26371608
DPYSL2	1419239306	8	26371538	26515694
ADRA1A	1419460918.5	8	26605667	26724790
RP11-521M14.1	1419850614.5	8	27041836	27068013
STMN4	1419900078.5	8	27092840	27115937
TRIM35	1419951310	8	27142404	27168836
PTK2B	1420038643.5	8	27168999	27316908
CHRNA2	1420123029	8	27317278	27337400
EPHX2	1420171378.5	8	27348296	27403081
CLU	1420259181	8	27454434	27472548
SCARA3	1420308529	8	27491385	27534293
CCDC25	1420406189	8	27590828	27630170
ESCO2	1420445501.5	8	27629466	27670157
PBK	1420477064.5	8	27667137	27695612
SCARA5	1420584511.5	8	27727399	27850244
NUGGC	1420706124.5	8	27879481	27941388
ELP3	1420793621.5	8	27947190	28048673
PNOC	1420983377.5	8	28174503	28200872
ZNF395	1421027350	8	28203102	28260218
FBXO16	1421072509.5	8	28205804	28347835
FZD3	1421187443.5	8	28351722	28431785
EXTL3	1421331241	8	28457986	28613116
INTS9	1421482158.5	8	28625178	28747759
HMBOX1	1421630786	8	28747911	28922281
KIF13B	1421818408.5	8	28924796	29120641
DUSP4	1421995073	8	29190581	29208185
RP11-486M23.1	1422182024.5	8	29384827	29387842
LINC00589	1422387887.5	8	29578768	29605627
RP11-94H18.1	1422474960	8	29672518	29686022
RP11-94H18.2	1422521358.5	8	29722158	29729179
RP11-489E7.1	1422560551.5	8	29763249	29766474
FAM183CP	1422590977.5	8	29779333	29811242
TMEM66	1422726315.5	8	29920526	29940725
SARAF	1422726316	8	29920528	29940724
LEPROTL1	1422789509	8	29952914	30034724
MBOAT4	1422791461	8	29989340	30002202
DCTN6	1422823174.5	8	30013813	30041156
TUBBP1	1423005901.5	8	30209387	30211036
RBPMS	1423131576.5	8	30241995	30429778
GTF2E2	1423271491.5	8	30435835	30515768
SMIM18	1423295539	8	30496117	30503581
GSR	1423356237	8	30535578	30585516
UBXN8	1423402833	8	30589764	30624522
PPP2CB	1423447591.5	8	30631973	30671830
TEX15	1423525479.5	8	30689060	30770519
PURG	1423667964.5	8	30853318	30891231
WRN	1423756991	8	30891317	31031285
RP11-566H8.3	1423983143.5	8	31133110	31241797
RP11-566H8.2	1423995019	8	31196711	31201947
NRG1	1424856879.5	8	31496902	32625477
RP11-11N9.4	1425673724.5	8	32853694	32902375
FUT10	1426075331	8	33228342	33330940
TTI2	1426146701.5	8	33330904	33371119
MAK16	1426146213	8	33342268	33358778
RNF122	1426210648	8	33405273	33424643
DUSP26	1426248927	8	33448850	33457624
RP1-273G13.3	1426644856	8	33831217	33867115
RP11-317N12.1	1426676640.5	8	33865373	33896528
RP1-84O15.2	1426940793	8	34085955	34204251
RP11-258J10.1	1427477633	8	34641568	34722318
UNC5D	1428169211.5	8	35092975	35654068
AC012215.1	1428447064.5	8	35649365	35653384
RP11-473J6.1	1428569794	8	35720023	35828185
RP11-89M20.2	1428702372.5	8	35861836	35951529
RP11-962G15.1	1429311485.5	8	36394907	36636684
KCNU1	1429513434	8	36641842	36793646
RP11-527N22.1	1429984536	8	37188188	37189504
RP11-150O12.1	1430110835	8	37278857	37351433
RP11-150O12.4	1430266413	8	37458053	37483393
ZNF703	1430351094	8	37553269	37557539
ERLIN2	1430401059	8	37594119	37616619
PROSC	1430424387	8	37620109	37637285
PLPBP	1430424388	8	37620111	37637285
ADGRA2	1430467751.5	8	37641709	37702414
GPR124	1430473824	8	37654772	37701496
BRF2	1430499794	8	37700786	37707422
RAB11FIP1	1430532250.5	8	37716136	37756985
GOT1L1	1430590413	8	37791799	37797647
AC144573.1	1430603354.5	8	37791858	37823471
ADRB3	1430618186	8	37820509	37824483
EIF4EBP1	1430698561	8	37887859	37917883
ASH2L	1430777867	8	37962760	38001594
STAR	1430800665	8	38001167	38008783
LSM1	1430823233.5	8	38020839	38034248
BAG4	1430848125	8	38034051	38070819
DDHD2	1430903596	8	38082736	38133076
PPAPDC1B	1430919383	8	38120646	38126740
PLPP5	1430919394.5	8	38120648	38126761
WHSC1L1	1430979192.5	8	38127213	38239792
NSD3	1430979192.5	8	38127215	38239790
LETM2	1431051075	8	38243725	38267045
FGFR1	1431087732.5	8	38257733	38326352
C8orf86	1431189094.5	8	38368352	38418457
RP11-495O10.1	1431355948.5	8	38558142	38562375
TACC1	1431443815	8	38585704	38710546
PLEKHA2	1431590780.5	8	38758753	38831428
HTRA4	1431634622	8	38831683	38846181
TM2D2	1431646025	8	38846327	38854343
ADAM9	1431704215.5	8	38854388	38962663
ADAM32	1431849159.5	8	38964509	39142430
ADAM5	1432019200	8	39172121	39274899
ADAM3A	1432140155.5	8	39308562	39380369
ADAM18	1432310485.5	8	39442008	39587583
ADAM2	1432444221	8	39601254	39695808
IDO1	1432568568.5	8	39759794	39785963
IDO2	1432628711.5	8	39792133	39873910
RP11-359E19.1	1432759261	8	39961686	39965456
RP11-359E19.2	1432774268.5	8	39972168	39984989
TCIM	1432807590.5	8	40010974	40012827
CTA-392C11.1	1432958210	8	40156258	40168782
ZMAT4	1433367420.5	8	40388109	40755352
SFRP1	1433938936.5	8	41119477	41167016
GOLGA7	1434153897	8	41347915	41368499
GINS4	1434190335	8	41386725	41402565
GPAT4	1434254303	8	41434706	41482520
AGPAT6	1434254809.5	8	41435717	41482522
NKX6-3	1434301132.5	8	41502697	41508188
ANK1	1434428199.5	8	41510739	41754280
KAT6A	1434643960.5	8	41786997	41909544
AP3M2	1434815517.5	8	42010464	42029191
PLAT	1434844686.5	8	42032751	42065242
IKBKB	1434955185.5	8	42128820	42190171
POLB	1435008339	8	42195972	42229326
DKK4	1435028858	8	42231586	42234750
VDAC3	1435051968.5	8	42249142	42263415
SLC20A2	1435131221	8	42273993	42397069
SMIM19	1435199007	8	42396298	42410336
CHRNB3	1435368224.5	8	42552519	42592550
CHRNA6	1435425339	8	42607763	42651535
THAP1	1435490832.5	8	42691817	42698468
RNF170	1435524296.5	8	42704780	42752433
HOOK3	1435614568.5	8	42752075	42885682
AC110275.1	1435698712	8	42873567	42932477
FNTA	1435710824	8	42889337	42940931
POMK	1435759303	8	42948649	42978577
HGSNAT	1435822488	8	42995598	43057998
POTEA	1435978667	8	43147624	43218330
RNU6-656P	1440538415	8	47742670	47742780
LINC00293	1440554903	8	47752495	47765931
AC026241.1	1440792702	8	47996973	47997051
SPIDR	1441206707.5	8	48173167	48648868
CEBPD	1441446249.5	8	48649471	48651648
PRKDC	1441574896	8	48685669	48872743
MCM4	1441677422.5	8	48872745	48890720
UBE2V2	1441744804	8	48920960	48977268
RP11-770E5.1	1442333288	8	49464125	49611071
AC026904.1	1442300761	8	49502959	49507183
RP11-770E5.3	1442330430	8	49533023	49536457
EFCAB1	1442431299	8	49623348	49647870
SNAI2	1442627921	8	49830163	49834299
PPDPFL	1442773449.5	8	49966870	49988649
C8orf22	1442782227	8	49984911	49988163
RP11-10H3.1	1442906981	8	50081096	50141486
SNTG1	1444061490	8	50822349	51709251
PXDNL	1445272761.5	8	52232138	52722005
PCMTD1	1445566630.5	8	52730135	52811746
AC090186.1	1445526246	8	52730143	52730969
RP11-546K22.1	1445700466	8	52874016	52935536
ST18	1445994149	8	53023399	53373519
FAM150A	1446258022	8	53446595	53478069
ALKAL1	1446258022	8	53446597	53478067
RB1CC1	1446392399.5	8	53535016	53658403
NPBWR1	1446648024	8	53850991	53853677
OPRK1	1446946956.5	8	54138276	54164257
RP11-400K9.4	1447227801	8	54427729	54436493
ATP6V1H	1447487807.5	8	54628117	54756118
RGS20	1447613805.5	8	54764368	54871863
TCEA1	1447702790.5	8	54879112	54935089
LYPLA1	1447782442	8	54958927	55014577
MRPL15	1447849805.5	8	55047770	55060461
SOX17	1448167661.5	8	55370495	55373448
RP1	1448398821	8	55421982	55784280
XKR4	1449030471	8	56014949	56454613
TMEM68	1449443164.5	8	56608983	56685966
TGS1	1449507544	8	56685701	56738007
LYN	1449655239.5	8	56792372	56926727
RPS20	1449779187	8	56979854	56987140
MOS	1449821711	8	57025501	57026541
PLAG1	1449894363	8	57073463	57123883
CHCHD7	1449923491	8	57124245	57131357
SDR16C5	1450018642	8	57212569	57233335
SDR16C6P	1450091037.5	8	57287323	57303372
PENK	1450149953	8	57349233	57359293
RP11-17A4.2	1450207186	8	57358364	57464628
LINC00968	1450247245	8	57430878	57472232
RP11-17A4.1	1450296835	8	57500942	57501348
RP11-17A4.4	1450356432	8	57552458	57569026
IMPAD1	1450684137.5	8	57870492	57906403
RP11-513O17.2	1450934111.5	8	58131646	58145197
LINC00588	1450990386	8	58192100	58197292
RP11-756K15.2	1451062571	8	58256344	58277418
RP11-246K15.1	1451227662.5	8	58405441	58458504
CTD-2339F6.1	1451456423	8	58658706	58662760
RP11-1112C15.1	1451689491	8	58890915	58896687
FAM110B	1451807643	8	58907068	59116838
UBXN2B	1452139631.5	8	59323823	59364060
CYP7A1	1452203456	8	59402737	59412795
SDCBP	1452276141	8	59465483	59495419
NSMAF	1452329923	8	59496063	59572403
TOX	1452670562	8	59717977	60031767
CA8	1453942628.5	8	61099906	61193971
RAB2A	1454278491	8	61429416	61536186
CHD7	1454481652	8	61591337	61780587
AC022182.1	1454651018	8	61831538	61879118
CLVS1	1454987650.5	8	61969717	62414204
ASPH	1455315847	8	62413115	62627199
RP11-705O24.2	1455600271.5	8	62802396	62806767
NKAIN3	1456332370.5	8	63161150	63912211
GGH	1456735374	8	63927638	63951730
TTPA	1456775552	8	63961112	63998612
YTHDF3	1456898918	8	64081112	64125344
CTD-3046C4.1	1457109632.5	8	64297395	64330490
RP11-45K10.2	1457178913.5	8	64378405	64388042
RP11-573J24.1	1457295952	8	64498556	64501968
RP11-32K4.1	1457756913.5	8	64641330	65281117
RP11-579E24.1	1457485713	8	64681986	64698060
MIR124-2	1458087450	8	65291704	65291816
BHLHE22	1458290244.5	8	65492924	65496185
CYP7B1	1458401509	8	65500320	65711318
CTD-3025N20.2	1459252819	8	66439241	66475017
ARMC1	1459326261.5	8	66514691	66546452
MTFR1	1459415922.5	8	66556969	66683496
PDE7A	1459487841	8	66629745	66754557
DNAJC5B	1459768968	8	66933795	67012761
TRIM55	1459859116.5	8	67039131	67087722
CRH	1459885478.5	8	67088617	67090960
RRS1	1460137805.5	8	67341263	67342968
AC009879.2	1460145679.5	8	67342420	67357559
AC009879.3	1460183430	8	67344721	67430759
ADHFE1	1460158621.5	8	67344721	67381142
C8orf46	1460213791	8	67405441	67430761
VXN	1460213791	8	67405443	67430759
MYBL1	1460296136	8	67474410	67526482
VCPIP1	1460355777	8	67540722	67579452
SGK3	1460472734	8	67579831	67774257
C8orf44-SGK3	1460471969	8	67579849	67772709
C8orf44	1460384514.5	8	67579850	67597799
MCMDC2	1460604323.5	8	67782984	67834283
TCF24	1460662470.5	8	67858736	67874825
PPP1R42	1460718276.5	8	67876334	67968839
COPS5	1460771356	8	67955314	67996018
CSPP1	1460837269.5	8	67974661	68108498
ARFGEF1	1460966519	8	68085746	68255912
CPA6	1461292136.5	8	68334273	68658620
PREX2	1461802499	8	68864353	69149265
RP11-664D7.4	1462025404.5	8	69215701	69243728
C8orf34	1462282797	8	69242957	69731257
RP11-600K15.1	1462715921.5	8	69824036	70016427
RP11-744J10.3	1463144422.5	8	70337268	70360197
SULF1	1463271694.5	8	70378859	70573150
SLCO5A1	1463458980.5	8	70579282	70747299
AC090574.1	1463646209	8	70850403	70850635
PRDM14	1463769597	8	70963886	70983928
NCOA2	1463964708.5	8	71021997	71316040
TRAM1	1464298839.5	8	71485677	71520622
AC120194.1	1464281866	8	71485681	71486671
LACTB2	1464360171	8	71547553	71581409
XKR9	1464437793	8	71581600	71702606
RP11-326E22.1	1464887765	8	72067690	72116460
EYA1	1465102654	8	72109668	72504260
RP11-1102P16.1	1465183473.5	8	72315673	72459894
RP11-281N10.1	1465494165	8	72691838	72705112
MSC	1465550933.5	8	72753784	72756703
RP11-383H13.1	1465656014.5	8	72755365	72965284
TRPA1	1465755692	8	72932152	72987852
RP11-142A23.1	1465907226.5	8	73108567	73114506
KCNB2	1466445795	8	73449626	73850584
TERF1	1466736418	8	73921099	73960357
RP11-531A24.5	1466765544.5	8	73964411	73975298
SBSPON	1466802239	8	73976775	74036323
C8orf89	1466958340.5	8	74153564	74171737
RPL7	1467000953	8	74202502	74208024
RDH10	1467017871.5	8	74206847	74237516
RP11-434I12.2	1467041608.5	8	74223139	74268698
STAU2	1467291963.5	8	74332604	74659943
AC022826.2	1467491697.5	8	74600926	74791089
UBE2W	1467537428.5	8	74692332	74791145
ELOC	1467663653	8	74851404	74884522
TCEB1	1467666628	8	74857352	74884524
TMEM70	1467685535	8	74884672	74895018
LY96	1467718144.5	8	74903587	74941322
RP11-6I2.3	1467784021.5	8	74964573	75012090
JPH1	1467985939	8	75146935	75233563
GDAP1	1468112926	8	75233365	75401107
RP11-758M4.1	1468387034	8	75512099	75670589
RP11-758M4.4	1468540779.5	8	75711017	75779162
PI15	1468547706.5	8	75736769	75767264
RP11-3N13.2	1468601651.5	8	75803384	75808539
CRISPLD1	1468717461.5	8	75896750	75946793
CASC9	1468958857.5	8	76135637	76190698
HNF4G	1469195303.5	8	76320149	76479078
LINC01111	1470173430	8	77318887	77436593
ZFHX4-AS1	1470295164	8	77403433	77595515
ZFHX4	1470482177.5	8	77593454	77779521
PEX2	1470698577	8	77892494	77913280
RP11-38H17.1	1471176107	8	78311306	78449528
PKIA	1472268628	8	79428374	79517502
ZC2HC1A	1472400831	8	79578282	79632000
IL7	1472448558	8	79587978	79717758
STMN2	1473346419.5	8	80523049	80578410
HEY1	1473473861.5	8	80676245	80680098
RP11-26J3.1	1473528479.5	8	80681605	80783974
MRPS28	1473682428	8	80830952	80942524
AC036214.3	1473707742.5	8	80831095	80993010
TPD52	1473840913.5	8	80946980	81143467
RP11-941H19.3	1474010922	8	81178387	81252077
ZBTB10	1474213867	8	81397854	81438500
ZNF704	1474459541	8	81540686	81787016
PAG1	1474747864	8	81880045	82024303
FABP5	1474990495	8	82192598	82197012
RP11-157I4.4	1475188552	8	82351669	82434055
PMP2	1475151849.5	8	82352561	82359758
FABP9	1475167885	8	82370576	82373814
FABP4	1475188766	8	82390654	82395498
FABP12	1475236104.5	8	82437216	82443613
IMPA1	1475380252	8	82570196	82598928
SLC10A5	1475402815.5	8	82605842	82608409
ZFAND1	1475425043.5	8	82613569	82645138
CHMP4C	1475453899.5	8	82644669	82671750
RP13-923O23.6	1475511693.5	8	82704056	82727951
SNX16	1475529148.5	8	82711816	82755101
RP11-354A14.1	1475612210	8	82797610	82835430
RP11-99H20.1	1475837439	8	83010684	83072814
RP11-653B10.1	1476303785.5	8	83426801	83589390
RP11-731N10.1	1476618662.5	8	83775012	83870933
CTD-2272D18.1	1476644940	8	83824337	83874163
RP11-120I21.2	1477734423	8	84824946	85052520
RALYL	1478260240.5	8	85095022	85834079
LRRCC1	1478834536.5	8	86019382	86058311
E2F5	1478905113.5	8	86089460	86129387
C8orf59	1478925170.5	8	86126311	86132650
CA13	1478960249	8	86132816	86196302
CA1	1479061230	8	86239837	86291243
CA3	1479119157	8	86285665	86361269
CA2	1479180591.5	8	86376081	86393722
REXO1L1	1479367900.5	8	86568695	86575726
CTA-392E5.1	1479682078	8	86851932	86920844
ATP6V0D2	1479878694.5	8	86999552	87166457
PSKH2	1479876416	8	87060602	87100850
CTD-3118D11.3	1480004246	8	87192645	87224467
SLC7A13	1480075518	8	87226281	87333375
WWP1	1480218498	8	87354967	87490649
RMDN1	1480299226	8	87480486	87526586
CPNE3	1480345881	8	87526656	87573726
CNGB3	1480456744	8	87566205	87755903
RP11-386D6.2	1480600164.5	8	87778161	87830788
CNBD1	1481048748.5	8	87878670	88627447
AF121898.3	1481456770	8	88554212	88767948
DCAF4L2	1481680323.5	8	88882971	88886296
CTB-118P15.2	1481804557	8	88986391	89031343
MMP16	1481987935.5	8	89044237	89340254
RP11-586K2.1	1482340408	8	89340071	89749365
RP11-37B2.1	1483545487.5	8	90729654	90769941
RIPK2	1483582323	8	90769975	90803291
OSGIN2	1483722786.5	8	90914077	90940116
NBN	1483776200	8	90945564	91015456
DECR1	1483834666.5	8	91013633	91064320
CALB1	1483884959.5	8	91070836	91107703
LINC00534	1484112663	8	91233764	91400182
AB015752.3	1484385258.5	8	91546837	91632300
TMEM64	1484514731.5	8	91634223	91803860
NECAB1	1484683397	8	91803778	91971636
C8orf88	1484779865	8	91970865	91997485
TMEM55A	1484825348	8	92006022	92053294
PIP4P2	1484825348	8	92006024	92053292
OTUD6B	1484886563.5	8	92082424	92099323
LRRC69	1484968452	8	92114060	92231464
SLC26A7	1485111741	8	92221722	92410380
RP11-122C21.1	1485544134.5	8	92577206	92919683
RUNX1T1	1485837044.5	8	92967195	93115514
RP11-700E23.2	1486216513	8	93415771	93425875
RP11-587H10.1	1486313117.5	8	93512809	93522046
RP11-587H10.2	1486418386.5	8	93577669	93667724
RP11-100L22.1	1486482159	8	93681114	93691824
RP11-100L22.2	1486603217.5	8	93725188	93889867
RP11-100L22.3	1486578994.5	8	93777928	93788681
TRIQK	1486758519.5	8	93895758	94029901
AC117834.1	1486692629	8	93895865	93898013
LINC00535	1487264790	8	94225537	94712663
RP11-388K12.1	1487033320.5	8	94228152	94247109
RP11-388K12.2	1487086739.5	8	94271893	94310206
RNA5SP274	1487249248.5	8	94453503	94453614
FAM92A	1487522962	8	94710789	94743755
FAM92A1	1487523935	8	94712733	94743757
RBM12B	1487543104.5	8	94741584	94753245
TMEM67	1487594957	8	94767072	94831462
PDP1	1487699854.5	8	94870035	94938294
KB-1184D12.1	1487908961	8	95109990	95116552
CDH17	1487980155	8	95139399	95229531
GEM	1488063719.5	8	95261481	95274578
RAD54B	1488231452.5	8	95384188	95487337
FSBP	1488212479	8	95384398	95449180
KIAA1429	1488328526	8	95499919	95565753
VIRMA	1488328529	8	95499921	95565757
AC023632.1	1488355390.5	8	95558771	95560630
ESRP1	1488482188	8	95653302	95719694
DPY19L4	1488564687.5	8	95731931	95806064
INTS8	1488655446.5	8	95825539	95893974
CCNE2	1488696142	8	95891998	95908906
NDUFAF6	1488814029	8	95907995	96128683
TP53INP1	1488745609.5	8	95938200	95961639
RP11-320N21.2	1488887746	8	96083958	96100154
PLEKHF2	1488953162	8	96146032	96168912
C8orf37	1489064978	8	96257147	96281429
KB-1047C11.2	1489269191	8	96281062	96665940
RP11-90D11.1	1489324383	8	96517632	96539754
GDF6	1489959479	8	97154558	97173020
UQCRB	1490038695	8	97238148	97247862
MTERF3	1490058422	8	97251626	97273838
MTERFD1	1490058430	8	97251661	97273819
PTDSS1	1490107273	8	97273943	97349223
SDC2	1490360483.5	8	97505579	97624008
CPQ	1490705358.5	8	97657455	98161882
TSPYL5	1491083637	8	98285702	98290192
MTDH	1491494392.5	8	98656407	98740998
LAPTM4B	1491621953	8	98787285	98865241
MATN2	1491760696	8	98881068	99048944
RPL30	1491843578	8	99037079	99058697
C8orf47	1491886878.5	8	99076537	99105840
ERICH5	1491886878.5	8	99076539	99105838
HRSP12	1491917710.5	8	99114570	99129471
RIDA	1491917710.5	8	99114572	99129469
POP1	1491946483.5	8	99129525	99172062
NIPAL2	1492050031	8	99202061	99306621
STK3	1492464945.5	8	99383456	99955055
KB-1458E12.1	1492187719	8	99383581	99400477
KCNS2	1492237853	8	99439250	99445076
OSR2	1492756171.5	8	99956631	99964332
VPS13B	1493253341	8	100025494	100889808
COX6C	1493691549	8	100885428	100906290
